date,Appliances,lights,T1,RH_1,T2,RH_2,T3,RH_3,T4,RH_4,T5,RH_5,T6,RH_6,T7,RH_7,T8,RH_8,T9,RH_9,T_out,Press_mm_hg,RH_out,Windspeed,Visibility,Tdewpoint
2016-01-11 20:50,110 ,40 ,21 ,47 ,20 ,45 ,20 ,47 ,19 ,48 ,18 ,78 ,6 ,86 ,18 ,44 ,19 ,50 ,17 ,45 ,6 ,735 ,87 ,6 ,40 ,4 
2016-01-11 21:00,110 ,30 ,21 ,46 ,20 ,45 ,20 ,46 ,19 ,48 ,18 ,82 ,6 ,86 ,18 ,43 ,19 ,50 ,17 ,45 ,6 ,735 ,87 ,6 ,40 ,4 
2016-01-11 21:10,110 ,20 ,21 ,46 ,21 ,45 ,20 ,46 ,19 ,48 ,18 ,83 ,6 ,86 ,18 ,43 ,19 ,50 ,17 ,45 ,6 ,735 ,87 ,6 ,40 ,4 
2016-01-11 21:20,100 ,30 ,21 ,46 ,21 ,45 ,20 ,46 ,19 ,48 ,18 ,71 ,6 ,86 ,18 ,44 ,19 ,50 ,17 ,45 ,6 ,736 ,87 ,6 ,40 ,4 
2016-01-11 21:30,100 ,20 ,21 ,46 ,21 ,45 ,20 ,46 ,19 ,48 ,19 ,62 ,5 ,86 ,18 ,44 ,19 ,49 ,17 ,45 ,6 ,736 ,88 ,6 ,40 ,4 
2016-01-11 21:40,100 ,20 ,21 ,46 ,21 ,45 ,20 ,46 ,19 ,48 ,19 ,59 ,6 ,87 ,18 ,44 ,19 ,49 ,17 ,45 ,6 ,736 ,88 ,6 ,40 ,4 
2016-01-11 21:50,100 ,20 ,22 ,45 ,21 ,45 ,20 ,46 ,20 ,48 ,19 ,57 ,6 ,86 ,18 ,44 ,19 ,49 ,17 ,45 ,6 ,736 ,88 ,6 ,40 ,4 
2016-01-11 22:00,110 ,20 ,22 ,45 ,21 ,45 ,20 ,46 ,20 ,48 ,19 ,55 ,6 ,86 ,18 ,43 ,19 ,49 ,17 ,45 ,6 ,736 ,88 ,6 ,40 ,4 
2016-01-11 22:10,400 ,20 ,22 ,45 ,21 ,44 ,20 ,46 ,20 ,48 ,19 ,54 ,6 ,86 ,18 ,43 ,19 ,49 ,17 ,45 ,6 ,736 ,88 ,6 ,40 ,4 
2016-01-11 22:20,400 ,20 ,22 ,45 ,21 ,44 ,21 ,46 ,20 ,48 ,19 ,53 ,6 ,86 ,18 ,43 ,19 ,49 ,17 ,45 ,6 ,736 ,88 ,6 ,40 ,4 
2016-01-11 22:30,390 ,30 ,22 ,45 ,21 ,44 ,21 ,46 ,20 ,48 ,19 ,52 ,6 ,85 ,18 ,43 ,19 ,49 ,17 ,45 ,6 ,736 ,88 ,7 ,40 ,4 
2016-01-11 22:40,240 ,20 ,22 ,44 ,21 ,44 ,21 ,46 ,21 ,47 ,19 ,52 ,6 ,84 ,18 ,43 ,19 ,49 ,17 ,44 ,6 ,736 ,87 ,7 ,40 ,4 
2016-01-11 22:50,60 ,20 ,22 ,44 ,21 ,44 ,21 ,46 ,21 ,47 ,19 ,52 ,6 ,84 ,18 ,43 ,19 ,49 ,17 ,45 ,6 ,736 ,87 ,7 ,40 ,4 
2016-01-11 23:00,60 ,20 ,22 ,44 ,21 ,44 ,20 ,46 ,21 ,47 ,19 ,51 ,6 ,85 ,18 ,43 ,19 ,49 ,17 ,45 ,6 ,736 ,87 ,7 ,40 ,4 
2016-01-11 23:10,60 ,20 ,22 ,44 ,21 ,44 ,20 ,46 ,21 ,46 ,19 ,51 ,6 ,86 ,18 ,43 ,19 ,50 ,17 ,45 ,6 ,736 ,88 ,7 ,37 ,4 
2016-01-11 23:20,50 ,10 ,22 ,44 ,21 ,44 ,20 ,46 ,21 ,46 ,19 ,51 ,6 ,86 ,18 ,43 ,19 ,50 ,17 ,45 ,6 ,737 ,89 ,7 ,34 ,4 
2016-01-11 23:30,70 ,20 ,22 ,44 ,21 ,44 ,20 ,46 ,21 ,47 ,19 ,51 ,6 ,87 ,18 ,43 ,19 ,50 ,17 ,45 ,6 ,737 ,90 ,7 ,31 ,4 
2016-01-11 23:40,60 ,20 ,22 ,44 ,21 ,44 ,20 ,46 ,21 ,47 ,19 ,51 ,6 ,87 ,18 ,43 ,19 ,51 ,17 ,46 ,6 ,737 ,90 ,6 ,28 ,4 
2016-01-11 23:50,40 ,20 ,21 ,44 ,21 ,44 ,20 ,46 ,21 ,47 ,19 ,51 ,6 ,88 ,18 ,44 ,19 ,51 ,17 ,46 ,5 ,737 ,91 ,6 ,25 ,4 
2016-01-12 0:00,40 ,10 ,21 ,45 ,21 ,44 ,20 ,46 ,21 ,47 ,19 ,51 ,6 ,89 ,18 ,44 ,19 ,51 ,17 ,46 ,5 ,737 ,92 ,6 ,22 ,4 
2016-01-12 0:10,30 ,20 ,21 ,45 ,21 ,44 ,20 ,46 ,21 ,47 ,19 ,51 ,6 ,89 ,18 ,44 ,19 ,52 ,17 ,46 ,5 ,737 ,92 ,6 ,25 ,4 
2016-01-12 0:20,40 ,20 ,21 ,45 ,21 ,44 ,20 ,46 ,21 ,47 ,19 ,50 ,6 ,89 ,18 ,44 ,19 ,52 ,17 ,46 ,5 ,737 ,92 ,6 ,28 ,4 
2016-01-12 0:30,50 ,20 ,21 ,45 ,21 ,44 ,20 ,46 ,21 ,47 ,19 ,50 ,6 ,89 ,18 ,45 ,19 ,52 ,17 ,46 ,5 ,737 ,92 ,6 ,31 ,4 
2016-01-12 0:40,310 ,10 ,21 ,45 ,21 ,44 ,20 ,46 ,20 ,47 ,19 ,50 ,5 ,89 ,18 ,45 ,19 ,52 ,17 ,46 ,5 ,737 ,92 ,6 ,34 ,4 
2016-01-12 0:50,380 ,20 ,21 ,45 ,21 ,44 ,20 ,46 ,20 ,47 ,19 ,50 ,5 ,89 ,18 ,45 ,19 ,52 ,17 ,46 ,5 ,737 ,92 ,6 ,37 ,4 
2016-01-12 1:00,380 ,20 ,21 ,45 ,21 ,44 ,20 ,46 ,21 ,48 ,19 ,50 ,5 ,89 ,18 ,45 ,19 ,52 ,17 ,46 ,5 ,738 ,92 ,6 ,40 ,4 
2016-01-12 1:10,370 ,20 ,21 ,45 ,20 ,44 ,20 ,46 ,21 ,47 ,19 ,50 ,5 ,91 ,18 ,46 ,19 ,53 ,17 ,46 ,5 ,738 ,92 ,6 ,40 ,4 
2016-01-12 1:20,120 ,10 ,21 ,46 ,20 ,44 ,20 ,46 ,22 ,47 ,19 ,50 ,5 ,91 ,18 ,46 ,19 ,53 ,17 ,46 ,5 ,738 ,92 ,6 ,40 ,4 
2016-01-12 1:30,50 ,0 ,21 ,46 ,20 ,44 ,20 ,46 ,22 ,47 ,19 ,50 ,5 ,91 ,18 ,46 ,19 ,54 ,17 ,46 ,5 ,738 ,92 ,6 ,40 ,4 
2016-01-12 1:40,40 ,0 ,21 ,46 ,20 ,44 ,20 ,46 ,22 ,46 ,19 ,50 ,5 ,92 ,18 ,46 ,19 ,54 ,17 ,46 ,5 ,738 ,92 ,5 ,40 ,4 
2016-01-12 1:50,50 ,0 ,21 ,46 ,20 ,44 ,20 ,46 ,22 ,46 ,19 ,50 ,4 ,92 ,18 ,46 ,19 ,54 ,17 ,47 ,5 ,738 ,92 ,5 ,40 ,4 
2016-01-12 2:00,40 ,0 ,21 ,46 ,20 ,44 ,20 ,46 ,22 ,46 ,19 ,50 ,4 ,92 ,18 ,46 ,19 ,55 ,17 ,47 ,5 ,738 ,92 ,5 ,40 ,4 
2016-01-12 2:10,50 ,0 ,21 ,46 ,20 ,45 ,20 ,45 ,21 ,46 ,19 ,50 ,4 ,92 ,18 ,46 ,19 ,55 ,17 ,47 ,5 ,738 ,92 ,5 ,40 ,4 
2016-01-12 2:20,50 ,0 ,21 ,46 ,20 ,45 ,20 ,45 ,21 ,46 ,19 ,50 ,4 ,93 ,18 ,46 ,19 ,55 ,17 ,47 ,5 ,739 ,92 ,5 ,40 ,4 
2016-01-12 2:30,50 ,0 ,21 ,46 ,20 ,44 ,20 ,46 ,21 ,46 ,19 ,50 ,4 ,94 ,18 ,46 ,19 ,55 ,17 ,47 ,5 ,739 ,92 ,5 ,40 ,4 
2016-01-12 2:40,40 ,0 ,21 ,46 ,20 ,45 ,20 ,46 ,21 ,46 ,19 ,50 ,4 ,93 ,18 ,46 ,19 ,55 ,17 ,48 ,5 ,739 ,92 ,4 ,40 ,4 
2016-01-12 2:50,40 ,0 ,21 ,46 ,20 ,45 ,20 ,45 ,21 ,46 ,19 ,50 ,4 ,93 ,18 ,46 ,19 ,55 ,17 ,48 ,5 ,739 ,92 ,4 ,40 ,4 
2016-01-12 3:00,30 ,0 ,21 ,46 ,20 ,45 ,20 ,45 ,21 ,46 ,19 ,50 ,4 ,93 ,18 ,46 ,19 ,55 ,17 ,48 ,5 ,739 ,92 ,4 ,40 ,4 
2016-01-12 3:10,20 ,0 ,21 ,46 ,20 ,45 ,20 ,45 ,21 ,46 ,19 ,50 ,4 ,93 ,18 ,46 ,19 ,55 ,17 ,48 ,5 ,739 ,92 ,4 ,40 ,4 
2016-01-12 3:20,20 ,0 ,21 ,46 ,20 ,45 ,20 ,45 ,20 ,46 ,19 ,50 ,4 ,93 ,18 ,46 ,19 ,55 ,17 ,48 ,5 ,739 ,92 ,5 ,40 ,4 
2016-01-12 3:30,40 ,0 ,20 ,46 ,20 ,45 ,20 ,45 ,20 ,46 ,19 ,50 ,4 ,94 ,18 ,46 ,19 ,55 ,17 ,48 ,5 ,739 ,93 ,5 ,40 ,4 
2016-01-12 3:40,50 ,0 ,20 ,46 ,20 ,45 ,20 ,45 ,20 ,46 ,19 ,50 ,4 ,95 ,18 ,46 ,19 ,55 ,17 ,48 ,5 ,739 ,93 ,5 ,40 ,4 
2016-01-12 3:50,50 ,0 ,20 ,46 ,20 ,45 ,20 ,46 ,20 ,46 ,19 ,50 ,4 ,95 ,18 ,46 ,19 ,55 ,17 ,48 ,5 ,739 ,93 ,6 ,40 ,4 
2016-01-12 4:00,40 ,0 ,20 ,47 ,20 ,45 ,20 ,46 ,20 ,46 ,19 ,50 ,4 ,95 ,18 ,46 ,19 ,55 ,17 ,48 ,5 ,740 ,93 ,6 ,40 ,4 
2016-01-12 4:10,50 ,0 ,20 ,47 ,20 ,45 ,20 ,46 ,20 ,46 ,19 ,50 ,5 ,95 ,18 ,46 ,19 ,55 ,17 ,49 ,5 ,740 ,93 ,6 ,40 ,4 
2016-01-12 4:20,40 ,0 ,20 ,47 ,20 ,45 ,20 ,46 ,20 ,46 ,19 ,50 ,5 ,95 ,18 ,46 ,19 ,55 ,17 ,49 ,5 ,740 ,92 ,6 ,40 ,4 
2016-01-12 4:30,40 ,0 ,20 ,46 ,20 ,45 ,20 ,46 ,20 ,46 ,19 ,50 ,5 ,95 ,18 ,46 ,19 ,55 ,17 ,49 ,5 ,740 ,92 ,6 ,40 ,4 
2016-01-12 4:40,40 ,0 ,20 ,47 ,20 ,45 ,20 ,46 ,20 ,46 ,19 ,50 ,5 ,94 ,18 ,46 ,19 ,54 ,17 ,49 ,5 ,740 ,92 ,5 ,40 ,4 
2016-01-12 4:50,60 ,0 ,20 ,46 ,20 ,45 ,20 ,46 ,20 ,46 ,19 ,50 ,5 ,94 ,18 ,46 ,19 ,54 ,17 ,49 ,5 ,740 ,91 ,5 ,40 ,4 
2016-01-12 5:00,50 ,0 ,20 ,46 ,20 ,45 ,20 ,46 ,20 ,47 ,19 ,50 ,5 ,94 ,18 ,46 ,19 ,54 ,17 ,49 ,5 ,740 ,91 ,5 ,40 ,4 
2016-01-12 5:10,50 ,0 ,20 ,47 ,19 ,45 ,20 ,46 ,20 ,47 ,18 ,50 ,5 ,94 ,18 ,46 ,19 ,54 ,17 ,49 ,5 ,740 ,92 ,5 ,40 ,4 
2016-01-12 5:20,40 ,0 ,20 ,46 ,19 ,45 ,20 ,46 ,20 ,47 ,18 ,50 ,5 ,94 ,18 ,46 ,19 ,54 ,17 ,49 ,5 ,740 ,92 ,5 ,40 ,4 
2016-01-12 5:30,40 ,0 ,20 ,46 ,19 ,45 ,20 ,46 ,20 ,47 ,18 ,50 ,5 ,94 ,18 ,46 ,19 ,54 ,17 ,49 ,5 ,740 ,93 ,5 ,40 ,4 
2016-01-12 5:40,40 ,0 ,20 ,46 ,19 ,45 ,20 ,46 ,20 ,47 ,18 ,50 ,5 ,95 ,18 ,46 ,19 ,54 ,17 ,50 ,5 ,740 ,94 ,4 ,40 ,4 
2016-01-12 5:50,40 ,0 ,20 ,46 ,19 ,45 ,20 ,46 ,20 ,47 ,18 ,50 ,5 ,95 ,18 ,46 ,19 ,54 ,17 ,50 ,5 ,740 ,94 ,4 ,40 ,4 
2016-01-12 6:00,50 ,0 ,20 ,46 ,19 ,45 ,20 ,46 ,20 ,47 ,18 ,50 ,5 ,96 ,18 ,46 ,19 ,54 ,17 ,50 ,5 ,740 ,95 ,4 ,40 ,4 
2016-01-12 6:10,70 ,10 ,20 ,46 ,19 ,45 ,20 ,46 ,20 ,47 ,18 ,50 ,5 ,96 ,18 ,46 ,19 ,54 ,17 ,50 ,5 ,740 ,95 ,4 ,38 ,4 
2016-01-12 6:20,40 ,0 ,20 ,46 ,19 ,45 ,20 ,46 ,19 ,47 ,18 ,50 ,5 ,96 ,18 ,46 ,19 ,54 ,17 ,50 ,5 ,741 ,94 ,4 ,36 ,4 
2016-01-12 6:30,30 ,0 ,20 ,47 ,19 ,45 ,20 ,46 ,19 ,47 ,18 ,50 ,5 ,96 ,18 ,46 ,19 ,54 ,17 ,50 ,5 ,741 ,94 ,5 ,35 ,4 
2016-01-12 6:40,20 ,10 ,20 ,47 ,19 ,45 ,20 ,46 ,19 ,47 ,18 ,50 ,5 ,96 ,18 ,46 ,19 ,54 ,17 ,50 ,5 ,741 ,94 ,5 ,33 ,4 
2016-01-12 6:50,30 ,0 ,20 ,47 ,19 ,45 ,20 ,45 ,19 ,47 ,18 ,50 ,5 ,96 ,18 ,46 ,19 ,54 ,17 ,50 ,5 ,741 ,93 ,5 ,31 ,4 
2016-01-12 7:00,40 ,10 ,20 ,47 ,19 ,45 ,20 ,45 ,19 ,47 ,18 ,50 ,5 ,96 ,18 ,46 ,19 ,54 ,17 ,50 ,5 ,741 ,93 ,5 ,29 ,4 
2016-01-12 7:10,50 ,10 ,20 ,47 ,19 ,45 ,20 ,45 ,19 ,47 ,18 ,50 ,5 ,96 ,18 ,46 ,19 ,54 ,17 ,50 ,5 ,741 ,93 ,5 ,31 ,4 
2016-01-12 7:20,60 ,20 ,20 ,47 ,19 ,45 ,20 ,45 ,19 ,47 ,18 ,51 ,5 ,96 ,18 ,46 ,19 ,54 ,17 ,50 ,5 ,741 ,92 ,5 ,33 ,4 
2016-01-12 7:30,60 ,20 ,20 ,47 ,19 ,45 ,20 ,45 ,19 ,46 ,18 ,51 ,5 ,96 ,18 ,45 ,19 ,53 ,17 ,50 ,5 ,741 ,92 ,5 ,35 ,4 
2016-01-12 7:40,70 ,20 ,20 ,47 ,19 ,45 ,20 ,45 ,19 ,46 ,18 ,52 ,5 ,96 ,18 ,45 ,19 ,53 ,17 ,49 ,5 ,742 ,92 ,5 ,36 ,4 
2016-01-12 7:50,60 ,30 ,20 ,48 ,19 ,45 ,20 ,45 ,19 ,46 ,18 ,52 ,5 ,96 ,18 ,45 ,19 ,52 ,17 ,49 ,5 ,742 ,91 ,5 ,38 ,4 
2016-01-12 8:00,140 ,20 ,20 ,49 ,19 ,45 ,20 ,45 ,19 ,46 ,18 ,52 ,5 ,96 ,18 ,44 ,19 ,52 ,17 ,49 ,5 ,742 ,91 ,5 ,40 ,4 
2016-01-12 8:10,110 ,30 ,20 ,49 ,19 ,45 ,20 ,45 ,19 ,46 ,18 ,52 ,5 ,96 ,18 ,45 ,19 ,52 ,17 ,48 ,5 ,742 ,91 ,5 ,40 ,4 
2016-01-12 8:20,90 ,10 ,20 ,50 ,19 ,45 ,20 ,45 ,19 ,46 ,18 ,52 ,5 ,96 ,18 ,45 ,19 ,51 ,17 ,48 ,5 ,742 ,91 ,5 ,40 ,4 
2016-01-12 8:30,60 ,0 ,20 ,49 ,19 ,45 ,20 ,45 ,19 ,46 ,18 ,52 ,5 ,95 ,18 ,44 ,19 ,51 ,17 ,48 ,5 ,742 ,91 ,5 ,40 ,4 
2016-01-12 8:40,60 ,0 ,20 ,48 ,19 ,45 ,20 ,45 ,19 ,45 ,18 ,53 ,5 ,95 ,18 ,44 ,19 ,51 ,17 ,47 ,5 ,742 ,91 ,5 ,40 ,4 
2016-01-12 8:50,60 ,0 ,20 ,48 ,19 ,45 ,20 ,45 ,19 ,45 ,18 ,53 ,4 ,94 ,18 ,44 ,19 ,51 ,17 ,47 ,5 ,742 ,91 ,5 ,40 ,3 
2016-01-12 9:00,50 ,0 ,20 ,47 ,19 ,45 ,20 ,45 ,19 ,45 ,18 ,53 ,4 ,94 ,18 ,43 ,19 ,50 ,17 ,47 ,5 ,742 ,91 ,5 ,40 ,3 
2016-01-12 9:10,60 ,0 ,20 ,47 ,19 ,45 ,20 ,45 ,19 ,45 ,18 ,53 ,4 ,94 ,18 ,43 ,19 ,50 ,17 ,47 ,5 ,742 ,91 ,5 ,38 ,3 
2016-01-12 9:20,50 ,0 ,20 ,46 ,19 ,45 ,20 ,45 ,19 ,45 ,18 ,53 ,4 ,95 ,18 ,42 ,19 ,50 ,17 ,47 ,5 ,742 ,91 ,5 ,36 ,4 
2016-01-12 9:30,30 ,0 ,20 ,46 ,19 ,45 ,20 ,45 ,19 ,45 ,18 ,52 ,4 ,95 ,18 ,42 ,19 ,50 ,17 ,46 ,5 ,743 ,91 ,5 ,35 ,4 
2016-01-12 9:40,40 ,0 ,20 ,46 ,19 ,45 ,20 ,45 ,19 ,45 ,18 ,51 ,4 ,95 ,18 ,42 ,19 ,50 ,17 ,46 ,5 ,743 ,91 ,5 ,33 ,4 
2016-01-12 9:50,30 ,0 ,20 ,46 ,19 ,44 ,20 ,45 ,19 ,45 ,18 ,50 ,4 ,96 ,18 ,42 ,19 ,50 ,17 ,46 ,5 ,743 ,91 ,5 ,31 ,4 
2016-01-12 10:00,260 ,0 ,20 ,46 ,19 ,44 ,20 ,45 ,19 ,45 ,18 ,50 ,4 ,96 ,18 ,42 ,19 ,49 ,17 ,46 ,5 ,743 ,91 ,5 ,29 ,4 
2016-01-12 10:10,500 ,0 ,20 ,46 ,19 ,44 ,20 ,45 ,19 ,45 ,18 ,50 ,5 ,96 ,18 ,42 ,19 ,49 ,17 ,46 ,5 ,743 ,90 ,5 ,31 ,4 
2016-01-12 10:20,450 ,0 ,20 ,48 ,19 ,44 ,20 ,45 ,19 ,45 ,18 ,50 ,5 ,97 ,18 ,42 ,19 ,49 ,17 ,46 ,6 ,743 ,89 ,5 ,33 ,4 
2016-01-12 10:30,50 ,10 ,20 ,49 ,19 ,44 ,20 ,45 ,20 ,46 ,18 ,50 ,5 ,97 ,18 ,41 ,19 ,49 ,17 ,45 ,6 ,743 ,89 ,5 ,35 ,4 
2016-01-12 10:40,60 ,0 ,20 ,48 ,19 ,45 ,20 ,45 ,20 ,45 ,18 ,50 ,5 ,97 ,18 ,41 ,19 ,49 ,17 ,45 ,6 ,743 ,88 ,5 ,36 ,4 
2016-01-12 10:50,60 ,0 ,20 ,47 ,19 ,45 ,20 ,45 ,20 ,45 ,18 ,50 ,5 ,96 ,18 ,41 ,19 ,49 ,17 ,45 ,6 ,743 ,87 ,5 ,38 ,4 
2016-01-12 11:00,50 ,0 ,20 ,47 ,19 ,45 ,20 ,45 ,20 ,45 ,18 ,49 ,6 ,96 ,18 ,41 ,19 ,49 ,17 ,45 ,6 ,743 ,86 ,5 ,40 ,4 
2016-01-12 11:10,50 ,0 ,20 ,46 ,19 ,45 ,20 ,45 ,20 ,45 ,18 ,49 ,6 ,96 ,18 ,41 ,19 ,49 ,17 ,45 ,7 ,743 ,85 ,5 ,38 ,4 
2016-01-12 11:20,50 ,0 ,20 ,46 ,19 ,44 ,20 ,45 ,20 ,45 ,18 ,49 ,6 ,95 ,18 ,41 ,18 ,49 ,17 ,45 ,7 ,743 ,84 ,6 ,36 ,4 
2016-01-12 11:30,60 ,0 ,20 ,46 ,19 ,44 ,20 ,45 ,20 ,44 ,18 ,49 ,6 ,95 ,18 ,41 ,19 ,48 ,17 ,45 ,7 ,743 ,84 ,6 ,34 ,4 
2016-01-12 11:40,60 ,0 ,20 ,46 ,19 ,44 ,20 ,45 ,20 ,44 ,18 ,49 ,6 ,94 ,18 ,41 ,19 ,48 ,17 ,45 ,7 ,743 ,83 ,6 ,32 ,4 
2016-01-12 11:50,60 ,0 ,20 ,46 ,19 ,44 ,20 ,45 ,20 ,44 ,18 ,49 ,6 ,91 ,18 ,40 ,19 ,48 ,17 ,45 ,7 ,743 ,82 ,7 ,30 ,4 
2016-01-12 12:00,60 ,0 ,20 ,46 ,19 ,44 ,20 ,45 ,20 ,44 ,18 ,49 ,7 ,89 ,18 ,40 ,19 ,48 ,17 ,45 ,7 ,744 ,81 ,7 ,28 ,4 
2016-01-12 12:10,190 ,0 ,20 ,46 ,19 ,44 ,20 ,45 ,20 ,44 ,18 ,49 ,7 ,85 ,18 ,40 ,19 ,48 ,17 ,45 ,7 ,744 ,81 ,7 ,30 ,4 
2016-01-12 12:20,220 ,0 ,20 ,46 ,19 ,44 ,20 ,45 ,20 ,44 ,18 ,49 ,7 ,84 ,18 ,40 ,19 ,48 ,17 ,45 ,7 ,744 ,80 ,7 ,32 ,4 
2016-01-12 12:30,170 ,0 ,20 ,45 ,19 ,44 ,20 ,45 ,20 ,44 ,18 ,50 ,7 ,83 ,18 ,40 ,19 ,47 ,17 ,45 ,7 ,744 ,80 ,7 ,34 ,4 
2016-01-12 12:40,390 ,0 ,20 ,45 ,19 ,44 ,20 ,45 ,20 ,44 ,18 ,50 ,7 ,83 ,18 ,40 ,19 ,47 ,17 ,45 ,7 ,744 ,80 ,7 ,36 ,4 
2016-01-12 12:50,90 ,0 ,20 ,45 ,19 ,44 ,20 ,45 ,20 ,44 ,18 ,50 ,7 ,82 ,18 ,40 ,19 ,47 ,17 ,45 ,7 ,744 ,79 ,7 ,38 ,4 
